permit_number,streetname,cross_street_1,cross_street_2,utility_contractor,permit_reason,utility_type,effective_date,expiration_date,status,cnn
23EXC-05094,ORTEGA ST,SUNSET BLVD,,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02T00:00:00.000,2025-10-31T00:00:00.000,APPROVED,27694000
25EXC-00538,SOUTH VAN NESS AVE,20TH ST,21ST ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11T00:00:00.000,2025-06-05T00:00:00.000,APPROVED,12027000
24EXC-00647,PACHECO ST,DEWEY BLVD,DORANTES AVE,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,10075000
24EXC-04102,GEARY BLVD,19TH AVE,20TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02T00:00:00.000,2027-06-29T00:00:00.000,ACTIVE,6076101
25EXC-02198,BRENTWOOD AVE,MANGELS AVE,HAZELWOOD AVE,Pacific Gas & Electric,Cut-Off Service,Gas,2025-04-29T00:00:00.000,2025-05-28T00:00:00.000,APPROVED,3107000
25EXC-00745,HOWARD ST,12TH ST,SOUTH VAN NESS AVE,"NTK Construction, Inc",Other,Street Light:Street / Roadway:Catch Basin:Traffic Signal:Sidewalk/Curb:Sewer:Curb Ramp:Bulb Out,2025-03-10T00:00:00.000,2027-01-31T00:00:00.000,APPROVED,7059000
24EXC-02891,24TH ST,DIAMOND ST,DOUGLASS ST,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23T00:00:00.000,2025-10-03T00:00:00.000,APPROVED,1364000
24EXC-03388,ANZA ST,BEAUMONT AVE,,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13T00:00:00.000,2026-07-31T00:00:00.000,APPROVED,26487000
24EXC-04102,COMMONWEALTH AVE,EUCLID AVE,GEARY BLVD,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02T00:00:00.000,2027-06-29T00:00:00.000,ACTIVE,4317000
24EXC-00238,03RD ST,FOLSOM ST,SAINT FRANCIS PL,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01T00:00:00.000,2026-11-06T00:00:00.000,APPROVED,170000
24EXC-00647,ULLOA ST,15TH AVE,16TH AVE,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,12792000
24EXC-01872,LAKE ST,19TH AVE,20TH AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,8028000
24EXC-01669,03RD ST,MCKINNON AVE,NEWCOMB AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,210201
24EXC-02284,PARNASSUS AVE,SHRADER ST,STANYAN ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30T00:00:00.000,2026-02-15T00:00:00.000,APPROVED,10288000
25EXC-00745,13TH ST,SOUTH VAN NESS AVE,,"NTK Construction, Inc",Other,Street Light:Street / Roadway:Catch Basin:Traffic Signal:Sidewalk/Curb:Sewer:Curb Ramp:Bulb Out,2025-03-10T00:00:00.000,2027-01-31T00:00:00.000,APPROVED,24241000
24EXC-04102,GEARY BLVD,04TH AVE,05TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02T00:00:00.000,2027-06-29T00:00:00.000,ACTIVE,6060101
24EXC-04102,26TH AVE,GEARY BLVD,ANZA ST,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02T00:00:00.000,2027-06-29T00:00:00.000,ACTIVE,1473000
24EXC-02265,PRECITA AVE,COSO AVE,EMMETT CT,Mitchell Engineering. Inc.,Install New Main,Street / Roadway:Sidewalk/Curb:Water Service:Curb Ramp:Sewer,2024-08-05T00:00:00.000,2026-06-09T00:00:00.000,APPROVED,10741001
24EXC-02265,PRECITA AVE,SHOTWELL ST,,Mitchell Engineering. Inc.,Install New Main,Street / Roadway:Sidewalk/Curb:Water Service:Curb Ramp:Sewer,2024-08-05T00:00:00.000,2026-06-09T00:00:00.000,APPROVED,21291000
25EXC-00254,LARKIN ST,MCALLISTER ST,GOLDEN GATE AVE,R & S Construction Management Inc,Install New Curb Ramp,Electric:Sidewalk/Curb:Sewer:Curb Ramp,2025-03-03T00:00:00.000,2026-12-31T00:00:00.000,APPROVED,8123000
24EXC-03150,SAN BRUNO AVE,WAYLAND ST,WOOLSEY ST,CF Contracting,Reconstruct Pavement,Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb,2024-10-14T00:00:00.000,2025-06-09T00:00:00.000,APPROVED,11379000
24EXC-00151,CONGO ST,MONTEREY BLVD,JOOST AVE,M Squared Construction,Install New Main,Curb Ramp:Water Service,2024-02-21T00:00:00.000,2026-03-06T00:00:00.000,ACTIVE,4336000
24EXC-01669,MARIPOSA ST,DE HARO ST,RHODE ISLAND ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,8724000
24EXC-01436,HERMANN ST,WEBSTER ST,,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03T00:00:00.000,2026-01-31T00:00:00.000,APPROVED,25887000
25EXC-00538,18TH ST,EUREKA ST,,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11T00:00:00.000,2025-06-05T00:00:00.000,APPROVED,25819000
24EXC-00647,MAGELLAN AVE,PACHECO ST,,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,22894000
23EXC-02930,25TH ST,HAMPSHIRE ST,YORK ST,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18T00:00:00.000,2026-01-11T00:00:00.000,APPROVED,1424000
25EXC-00538,18TH ST,COLLINGWOOD ST,DIAMOND ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11T00:00:00.000,2025-06-05T00:00:00.000,APPROVED,893000
23EXC-01009,FULTON ST,SCOTT ST,DIVISADERO ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19T00:00:00.000,2025-06-17T00:00:00.000,APPROVED,5890000
25EXC-02224,SOUTH VAN NESS AVE,ERIE ST,14TH ST,Pacific Gas & Electric,Place Conduit,Electric,2025-05-12T00:00:00.000,2025-06-06T00:00:00.000,APPROVED,12019102
24EXC-02891,24TH ST,QUANE ST,DOLORES ST,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23T00:00:00.000,2025-10-03T00:00:00.000,APPROVED,1355000
23EXC-02930,CESAR CHAVEZ ST,PRECITA AVE \ YORK ST,BRYANT ST,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18T00:00:00.000,2026-01-11T00:00:00.000,APPROVED,2481201
24EXC-03587,23RD ST,FOLSOM ST,,Bay Area Lightworks,Place Conduit,Sewer:Traffic Signal:Street Light:Curb Ramp,2024-09-30T00:00:00.000,2026-08-30T00:00:00.000,APPROVED,23991000
24EXC-04808,FREMONT ST,FRONT ST \ MARKET ST,MISSION ST,R & S Construction Management Inc,Install New Curb Ramp,Curb Ramp:Bulb Out:AWSS:Air Raid Siren:Traffic Signal:Street Light:Street / Roadway:Sidewalk/Curb:Sewer:Catch Basin,2025-02-24T00:00:00.000,2027-07-08T00:00:00.000,APPROVED,5860000
25EXC-01096,ESMERALDA AVE,ALABAMA ST \ WALTHAM ST,BRADFORD ST \ PERALTA AVE,Pacific Gas & Electric,Other,Gas,2025-05-05T00:00:00.000,2025-06-02T00:00:00.000,ACTIVE,5252000
24EXC-01669,MINNESOTA ST,26TH ST,CESAR CHAVEZ ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,9062000
24EXC-01872,14TH ST,DIVISADERO ST,ALPINE TER \ ROOSEVELT WAY,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,602000
23EXC-01009,DIVISADERO ST,GROVE ST,FULTON ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19T00:00:00.000,2025-06-17T00:00:00.000,APPROVED,4804201
24EXC-01990,EDDY ST,MASON ST,TAYLOR ST,"Esquivel Grading & Paving, Inc.",Install New Curb Ramp,AWSS:Street / Roadway:Street Light:Traffic Signal:Pavement Preservation:Sewer:Landscaping:Electric:Bulb Out:Curb Ramp,2024-06-11T00:00:00.000,2025-06-13T00:00:00.000,APPROVED,5059000
24EXC-01872,16TH AVE,START: 1-99 BLOCK,LAKE ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,669000
24EXC-00671,FOLSOM ST,ENTERPRISE ST,17TH ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Street Light:Traffic Signal:Bulb Out:Curb Ramp,2024-04-08T00:00:00.000,2026-04-07T00:00:00.000,APPROVED,5691000
24EXC-04679,06TH ST,BRYANT ST,BRANNAN ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND,"Esquivel Grading & Paving, Inc.",Replace Sidewalk,Other:Street Light:Street / Roadway:Sidewalk/Curb:Landscaping:Sewer:Catch Basin:Electric:Bulb Out,2025-01-01T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,340000
24EXC-01436,BOSWORTH ST,DIAMOND ST,BROMPTON AVE,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03T00:00:00.000,2026-01-31T00:00:00.000,APPROVED,3027101
25EXC-01863,25TH ST,MINNESOTA ST,,Ronan Construction Inc.,Install new curb and gutter,Street Light:Sewer:Electric:Street / Roadway:Sidewalk/Curb:Landscaping:AWSS:Curb Ramp:Catch Basin,2025-04-14T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,23543000
24EXC-04022,DIAMOND HEIGHTS BLVD,BERKELEY WAY,DIAMOND ST,bsm - test 2,Replace Sidewalk,Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb:Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb:Sidewalk/Curb,2024-10-17T00:00:00.000,2025-10-17T00:00:00.000,APPROVED,4781101
24EXC-01436,CESAR CHAVEZ ST,DIAMOND ST,,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03T00:00:00.000,2026-01-31T00:00:00.000,APPROVED,22025000
24EXC-01436,CHENERY ST,30TH ST,RANDALL ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03T00:00:00.000,2026-01-31T00:00:00.000,APPROVED,3917000
25EXC-01454,ULLOA ST,25TH AVE,26TH AVE,Exaro Technologies Corporation,Prospecting,Sewer:Water Service,2025-04-28T00:00:00.000,2025-05-09T00:00:00.000,APPROVED,12802000
23EXC-05094,SUNSET BLVD,SUNSET BLVD OFF RAMP,SUNSET BLVD ON RAMP,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02T00:00:00.000,2025-10-31T00:00:00.000,APPROVED,12289203
24EXC-02284,46TH AVE,BALBOA ST,CABRILLO ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30T00:00:00.000,2026-02-15T00:00:00.000,APPROVED,2018000
24EXC-00238,09TH ST,FOLSOM ST,RINGOLD ST,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01T00:00:00.000,2026-11-06T00:00:00.000,APPROVED,454000
24EXC-04874,GEARY ST,STOCKTON ST,POWELL ST,Bay Area Lightworks,Place Conduit,Street Light:Traffic Signal:Curb Ramp,2025-01-06T00:00:00.000,2026-05-31T00:00:00.000,APPROVED,6109000
24EXC-01872,GEARY BLVD,14TH AVE,15TH AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,6071101
24EXC-04484,CALIFORNIA ST,09TH AVE,10TH AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10T00:00:00.000,2026-04-15T00:00:00.000,APPROVED,3585000
24EXC-01872,12TH AVE,LAKE ST,CALIFORNIA ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,520000
24EXC-01436,NOE ST,CLIPPER ST,26TH ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03T00:00:00.000,2026-01-31T00:00:00.000,APPROVED,9631000
23EXC-05094,37TH AVE,NORIEGA ST,ORTEGA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02T00:00:00.000,2025-10-31T00:00:00.000,APPROVED,1832000
24EXC-02284,CABRILLO ST,37TH AVE,38TH AVE,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30T00:00:00.000,2026-02-15T00:00:00.000,APPROVED,3504000
24EXC-01669,HARBOR RD,NORTHRIDGE RD,INGALLS ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,6671000
25EXC-00538,22ND ST,FOLSOM ST,SHOTWELL ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11T00:00:00.000,2025-06-05T00:00:00.000,APPROVED,1187000
24EXC-04102,GEARY BLVD,14TH AVE,15TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02T00:00:00.000,2027-06-29T00:00:00.000,ACTIVE,6071101
24EXC-04874,ELLIS ST,04TH ST \ MARKET ST \ STOCKTON ST,POWELL ST,Bay Area Lightworks,Place Conduit,Street Light:Traffic Signal:Curb Ramp,2025-01-06T00:00:00.000,2026-05-31T00:00:00.000,APPROVED,5169000
25EXC-00745,WOODWARD ST,DUBOCE AVE,14TH ST,"NTK Construction, Inc",Other,Street Light:Street / Roadway:Catch Basin:Traffic Signal:Sidewalk/Curb:Sewer:Curb Ramp:Bulb Out,2025-03-10T00:00:00.000,2027-01-31T00:00:00.000,APPROVED,13718000
24EXC-03388,STONECREST DR,WINSTON DR,,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13T00:00:00.000,2026-07-31T00:00:00.000,APPROVED,23067000
23EXC-01009,GOLDEN GATE AVE,SEYMOUR ST,DIVISADERO ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19T00:00:00.000,2025-06-17T00:00:00.000,APPROVED,6275000
23EXC-05094,SUNSET BLVD,LAWTON ST,MORAGA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02T00:00:00.000,2025-10-31T00:00:00.000,APPROVED,12278101
23EXC-05094,37TH AVE,IRVING ST,JUDAH ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02T00:00:00.000,2025-10-31T00:00:00.000,APPROVED,1827000
24EXC-02265,HARRISON ST,PRECITA AVE,,Mitchell Engineering. Inc.,Install New Main,Street / Roadway:Sidewalk/Curb:Water Service:Curb Ramp:Sewer,2024-08-05T00:00:00.000,2026-06-09T00:00:00.000,APPROVED,21171000
24EXC-02265,PRECITA AVE,MISSION ST,COSO AVE,Mitchell Engineering. Inc.,Install New Main,Street / Roadway:Sidewalk/Curb:Water Service:Curb Ramp:Sewer,2024-08-05T00:00:00.000,2026-06-09T00:00:00.000,APPROVED,4449000
24EXC-02858,OAKDALE AVE,LANE ST,MENDELL ST,R & S Construction Management Inc,Install New Pole,Sidewalk/Curb:Street Light:Electric:Street / Roadway,2024-09-10T00:00:00.000,2025-06-01T00:00:00.000,APPROVED,9786000
23EXC-05094,37TH AVE,SUNSET BLVD,,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02T00:00:00.000,2025-10-31T00:00:00.000,APPROVED,32868000
23EXC-05094,SUNSET BLVD,QUINTARA ST,RIVERA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02T00:00:00.000,2025-10-31T00:00:00.000,APPROVED,12283201
23EXC-05094,PACHECO ST,SUNSET BLVD,,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02T00:00:00.000,2025-10-31T00:00:00.000,APPROVED,23421000
24EXC-00647,WEBSTER ST,EDDY ST,ELLIS ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,13536101
24EXC-02891,BRODERICK ST,MCALLISTER ST,,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23T00:00:00.000,2025-10-03T00:00:00.000,APPROVED,26072000
25EXC-02089,MARKET ST,06TH ST \ GOLDEN GATE AVE \ TAYLOR ST,MCALLISTER ST,A. Ruiz Construction Co.,Install service,Sidewalk/Curb:Street / Roadway,2025-04-22T00:00:00.000,2025-05-16T00:00:00.000,APPROVED,8750201
24EXC-04370,06TH ST,GOLDEN GATE AVE \ MARKET ST \ TAYLOR ST,STEVENSON ST,"Esquivel Grading & Paving, Inc.",Pavement Preservation,Traffic Signal:Sewer:Sidewalk/Curb:Electric:Landscaping:Curb Ramp:Bulb Out,2024-12-05T00:00:00.000,2025-12-04T00:00:00.000,APPROVED,326000
24EXC-01490,ELLIS ST,JONES ST,LEAVENWORTH ST,R & S Construction Management Inc,Reconstruct Pavement,Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-06-01T00:00:00.000,2025-05-30T00:00:00.000,APPROVED,5174000
25EXC-00745,13TH ST,SOUTH VAN NESS AVE,HWY 101 S ON RAMP,"NTK Construction, Inc",Other,Street Light:Street / Roadway:Catch Basin:Traffic Signal:Sidewalk/Curb:Sewer:Curb Ramp:Bulb Out,2025-03-10T00:00:00.000,2027-01-31T00:00:00.000,APPROVED,551101
25EXC-00254,LARKIN ST,WILLOW ST,ELLIS ST,R & S Construction Management Inc,Install New Curb Ramp,Electric:Sidewalk/Curb:Sewer:Curb Ramp,2025-03-03T00:00:00.000,2026-12-31T00:00:00.000,APPROVED,8127000
24EXC-02891,24TH ST,QUANE ST,,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23T00:00:00.000,2025-10-03T00:00:00.000,APPROVED,25616000
24EXC-01872,CORBETT AVE,ORD ST,HATTIE ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,4378000
24EXC-01872,CALIFORNIA ST,09TH AVE,10TH AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,3585000
24EXC-04102,STANYAN BLVD,GEARY BLVD,ANZA ST,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02T00:00:00.000,2027-06-29T00:00:00.000,ACTIVE,12076000
24EXC-01669,NEWHALL ST,NEWCOMB AVE,OAKDALE AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,9573000
24EXC-01872,MARKET ST,ORD ST,HATTIE ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,8772202
24EXC-01436,LAGUNA ST,HAIGHT ST,ROSE ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03T00:00:00.000,2026-01-31T00:00:00.000,APPROVED,7942000
24EXC-00647,TURK ST,FRANKLIN ST,GOUGH ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,12725000
24EXC-04370,TAYLOR ST,06TH ST \ GOLDEN GATE AVE \ MARKET ST,OPAL PL,"Esquivel Grading & Paving, Inc.",Pavement Preservation,Traffic Signal:Sewer:Sidewalk/Curb:Electric:Landscaping:Curb Ramp:Bulb Out,2024-12-05T00:00:00.000,2025-12-04T00:00:00.000,APPROVED,12425000
25EXC-01454,ULLOA ST,26TH AVE,27TH AVE,Exaro Technologies Corporation,Prospecting,Sewer:Water Service,2025-04-28T00:00:00.000,2025-05-09T00:00:00.000,APPROVED,12803000
24EXC-02891,24TH ST,MERSEY ST,,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23T00:00:00.000,2025-10-03T00:00:00.000,APPROVED,25618000
24EXC-00238,FOLSOM ST,RODGERS ST,,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01T00:00:00.000,2026-11-06T00:00:00.000,APPROVED,24269000
24EXC-00647,ULLOA ST,45TH AVE,46TH AVE,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,12823000
24EXC-01872,14TH ST,ALPINE TER \ ROOSEVELT WAY,BUENA VISTA TER,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,603000
24EXC-01436,RICHLAND AVE,MIGUEL ST,MISSION ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03T00:00:00.000,2026-01-31T00:00:00.000,APPROVED,11011002
24EXC-02284,35TH AVE,ANZA ST,BALBOA ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30T00:00:00.000,2026-02-15T00:00:00.000,APPROVED,1766000
24EXC-00647,STEINER ST,TURK ST,EDDY ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,12130000
24EXC-04484,FULTON ST,08TH AVE,09TH AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10T00:00:00.000,2026-04-15T00:00:00.000,APPROVED,5914000
24EXC-01669,GRIFFITH ST,INNES AVE,,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,20163000
24EXC-02265,FLORIDA ST,CESAR CHAVEZ ST,PRECITA AVE,Mitchell Engineering. Inc.,Install New Main,Street / Roadway:Sidewalk/Curb:Water Service:Curb Ramp:Sewer,2024-08-05T00:00:00.000,2026-06-09T00:00:00.000,APPROVED,5632000
24EXC-01872,CABRILLO ST,14TH AVE,15TH AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,3481000
23EXC-01009,LAGUNA ST,SUTTER ST,BUSH ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19T00:00:00.000,2025-06-17T00:00:00.000,APPROVED,7966000
24EXC-01669,CESAR CHAVEZ ST,MINNESOTA ST,,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,23540000
24EXC-02547,LEESE ST,PARK ST,,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01T00:00:00.000,2026-02-02T00:00:00.000,APPROVED,21821000
