permit_number,streetname,cross_street_1,cross_street_2,utility_contractor,permit_reason,utility_type,effective_date,expiration_date,status,cnn,latitude,longitude
24EXC-04370,MARKET ST,08TH ST \ GROVE ST \ HYDE ST,HAYES ST,"Esquivel Grading & Paving, Inc.",Pavement Preservation,Traffic Signal:Sewer:Sidewalk/Curb:Electric:Landscaping:Curb Ramp:Bulb Out,2024-12-05,2025-12-04,APPROVED,8752201,37.7929248,-122.3967898
23EXC-05094,SUNSET BLVD,MORAGA ST,NORIEGA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,12279201,37.7357716,-122.4940855
23EXC-05094,SUNSET BLVD,ULLOA ST,VICENTE ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,12287101,37.7357716,-122.4940855
24EXC-04370,MARKET ST,07TH ST \ CHARLES J BRENHAM PL,08TH ST \ GROVE ST \ HYDE ST,"Esquivel Grading & Paving, Inc.",Pavement Preservation,Traffic Signal:Sewer:Sidewalk/Curb:Electric:Landscaping:Curb Ramp:Bulb Out,2024-12-05,2025-12-04,APPROVED,8751201,37.7929248,-122.3967898
24EXC-04022,ALEMANY BLVD,BROTHERHOOD WAY,VICTORIA ST,bsm - test 2,Replace Sidewalk,Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb:Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb:Sidewalk/Curb,2024-10-17,2025-10-17,APPROVED,2182201,37.7351543,-122.4102782
24EXC-04370,MARKET ST,04TH ST \ ELLIS ST \ STOCKTON ST,POWELL ST,"Esquivel Grading & Paving, Inc.",Pavement Preservation,Traffic Signal:Sewer:Sidewalk/Curb:Electric:Landscaping:Curb Ramp:Bulb Out,2024-12-05,2025-12-04,APPROVED,8747202,37.7929248,-122.3967898
24EXC-04102,GEARY BLVD,07TH AVE,08TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6063101,37.7794957,-122.4992200
24EXC-02284,LA PLAYA,CABRILLO ST,FULTON ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,7921000,37.7597035,-122.4189945
24EXC-01436,29TH ST,NOE ST,,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,22003000,37.7440269,-122.4214075
24EXC-01872,02ND AVE,ANZA ST,BALBOA ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,124000,,
25EXC-00538,SOUTH VAN NESS AVE,19TH ST,20TH ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,12026000,37.7525500,-122.4162983
24EXC-03388,LINDEN ST,LAGUNA ST,BUCHANAN ST,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,8395000,37.7759006,-122.4270133
24EXC-00671,DOLORES ST,20TH ST,LIBERTY ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Street Light:Traffic Signal:Bulb Out:Curb Ramp,2024-04-08,2026-04-07,APPROVED,4873201,37.7430391,-122.4243999
23EXC-01009,DIVISADERO ST,FULTON ST,MCALLISTER ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19,2025-06-17,APPROVED,4805201,37.7925400,-122.4413598
25EXC-00745,VALENCIA ST,DUBOCE AVE,CLINTON PARK,"NTK Construction, Inc",Other,Street Light:Street / Roadway:Catch Basin:Traffic Signal:Sidewalk/Curb:Sewer:Curb Ramp:Bulb Out,2025-03-10,2027-01-31,APPROVED,13054000,37.7641118,-122.4217840
24EXC-00647,BRODERICK ST,PINE ST,CALIFORNIA ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,3205000,37.7973974,-122.4440496
25EXC-00538,GUERRERO ST,19TH ST,CUMBERLAND ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,6581201,37.7599714,-122.4235988
24EXC-00224,TOPAZ WAY,COLLEEN WAY,GOLD MINE DR,A. Ruiz Construction Co.,Replace Main,Sidewalk/Curb:Catch Basin:Sewer:Street / Roadway:Curb Ramp:Pavement Preservation:Water Service,2024-03-05,2025-08-31,ACTIVE,12646000,37.7405649,-122.4369615
24EXC-00647,SCOTT ST,TURK ST,EDDY ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,11694000,37.7937285,-122.4398897
25EXC-01454,VICENTE ST,24TH AVE,25TH AVE,Exaro Technologies Corporation,Prospecting,Sewer:Water Service,2025-04-28,2025-05-09,APPROVED,13250000,37.7399146,-122.4690326
24EXC-01669,18TH ST,DE HARO ST,RHODE ISLAND ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,860000,37.7619383,-122.4177443
25EXC-02009,BLUXOME ST,04TH ST,05TH ST,Pacific Gas & Electric,Install New Main,Gas,2025-05-14,2025-06-11,ACTIVE,2993000,37.7759772,-122.3979885
24EXC-01872,LAKE ST,10TH AVE,11TH AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,8018000,37.7868565,-122.4607985
24EXC-04102,COMMONWEALTH AVE,GEARY BLVD,,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,27217000,37.7827355,-122.4556412
23EXC-01009,GOLDEN GATE AVE,SCOTT ST,,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19,2025-06-17,APPROVED,26065000,37.7763066,-122.4576063
24EXC-00238,07TH ST,FOLSOM ST,,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,24262000,,
23EXC-05094,37TH AVE,JUDAH ST,KIRKHAM ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,1828000,37.7384755,-122.4947325
24EXC-03388,HAYES ST,BUCHANAN ST,WEBSTER ST,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,6819000,37.7765747,-122.4254657
24EXC-01872,DUBOCE AVE,CASTRO ST,DIVISADERO ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,4993000,37.7690291,-122.4370927
24EXC-04679,06TH ST,NATOMA ST,HOWARD ST,"Esquivel Grading & Paving, Inc.",Replace Sidewalk,Other:Street Light:Street / Roadway:Sidewalk/Curb:Landscaping:Sewer:Catch Basin:Electric:Bulb Out,2025-01-01,2025-12-31,APPROVED,331000,,
24EXC-04102,18TH AVE,GEARY BLVD,,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,27501000,37.7426417,-122.4746087
24EXC-03293,02ND AVE,FULTON ST,,Ronan Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Traffic Signal:Sewer:Curb Ramp,2024-10-07,2025-08-03,APPROVED,27210000,,
24EXC-00151,JOOST AVE,BADEN ST,CONGO ST,M Squared Construction,Install New Main,Curb Ramp:Water Service,2024-02-21,2026-03-06,ACTIVE,7608000,37.7323075,-122.4531321
23EXC-02930,20TH ST,HAMPSHIRE ST,YORK ST,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18,2026-01-11,APPROVED,1045000,37.7586094,-122.4278583
24EXC-01436,VALLEY ST,SANCHEZ ST,NOE ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,13128000,37.7443626,-122.4289660
23EXC-01009,DIVISADERO ST,GOLDEN GATE AVE,,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19,2025-06-17,APPROVED,26070000,37.7925400,-122.4413598
24EXC-01436,RANDALL ST,CHENERY ST,CHURCH ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,10910000,37.7401717,-122.4288229
24EXC-03388,BUCKINGHAM WAY,WINSTON DR,,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,33513000,37.7264082,-122.4796173
24EXC-04970,CAPP ST,19TH ST,20TH ST,"Bauman Landscape Construction, Inc.",Replace Sidewalk,Water Service:Pavement Preservation:Sewer:Catch Basin:Curb Ramp:Sidewalk/Curb:AWSS,2025-01-13,2025-09-09,APPROVED,3676000,37.7505175,-122.4172022
24EXC-01872,14TH AVE,CALIFORNIA ST,CLEMENT ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,554000,37.7570542,-122.4713249
23EXC-05094,SUNSET BLVD,JUDAH ST,KIRKHAM ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,12276201,37.7357716,-122.4940855
24EXC-00647,SCOTT ST,PINE ST,CALIFORNIA ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,11702000,37.7937285,-122.4398897
24EXC-00647,BUCHANAN ST,EDDY ST,EARL GAGE JR ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,3335000,37.7984461,-122.4324081
24EXC-02547,06TH AVE,GEARY BLVD,ANZA ST,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,317000,,
24EXC-01669,INNES AVE,HUNTERS POINT BLVD,HAWES ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,7256000,37.7335931,-122.3785712
24EXC-04679,JESSIE ST,JESSIE EAST ST,END,"Esquivel Grading & Paving, Inc.",Replace Sidewalk,Other:Street Light:Street / Roadway:Sidewalk/Curb:Landscaping:Sewer:Catch Basin:Electric:Bulb Out,2025-01-01,2025-12-31,APPROVED,7520004,37.7762389,-122.4159265
24EXC-03388,ARELLANO AVE,SERRANO DR,,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,23053000,37.7205211,-122.4790308
25EXC-00538,22ND ST,TREAT AVE,FOLSOM ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,1186000,37.7572860,-122.3923999
23EXC-05094,37TH AVE,TARAVAL ST,ULLOA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,1838000,37.7384755,-122.4947325
23EXC-01009,GOLDEN GATE AVE,WEBSTER ST,FILLMORE ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19,2025-06-17,APPROVED,6270000,37.7763066,-122.4576063
24EXC-02265,HARRISON ST,CESAR CHAVEZ ST,PRECITA AVE,Mitchell Engineering. Inc.,Install New Main,Street / Roadway:Sidewalk/Curb:Water Service:Curb Ramp:Sewer,2024-08-05,2026-06-09,APPROVED,6760000,37.7846833,-122.3947087
24EXC-04102,30TH AVE,CLEMENT ST,GEARY BLVD,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,1641000,37.7444009,-122.4876263
25EXC-01096,CHAPMAN ST,NEVADA ST,PRENTISS ST,Pacific Gas & Electric,Other,Gas,2025-05-05,2025-06-02,ACTIVE,3894000,37.7417653,-122.4122691
24EXC-00647,FILLMORE ST,SACRAMENTO ST,CLAY ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,5554000,37.7711813,-122.4302734
24EXC-04484,HIGHLAND AVE,LEESE ST \ MISSION ST,PATTON ST,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,6910000,37.7373311,-122.4225724
23EXC-05094,36TH AVE,NORIEGA ST,ORTEGA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,1808000,37.7631855,-122.4953917
24EXC-02547,STARR KING WAY,FRANKLIN ST \ OFARRELL ST,GEARY BLVD \ GOUGH ST \ PETER YORKE WAY,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,12110000,37.7846545,-122.4234273
25EXC-00254,GROVE ST,DR CARLTON B GOODLETT PL \ POLK ST,VAN NESS AVE,R & S Construction Management Inc,Install New Curb Ramp,Electric:Sidewalk/Curb:Sewer:Curb Ramp,2025-03-03,2026-12-31,APPROVED,6554000,37.7788553,-122.4152106
24EXC-02265,ALABAMA ST,PRECITA AVE,,Mitchell Engineering. Inc.,Install New Main,Street / Roadway:Sidewalk/Curb:Water Service:Curb Ramp:Sewer,2024-08-05,2026-06-09,APPROVED,21140000,37.7453241,-122.4104763
24EXC-00238,11TH ST,FOLSOM ST,,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,24238000,37.7749966,-122.4179680
24EXC-01872,18TH AVE,LAKE ST,CALIFORNIA ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,827000,37.7426417,-122.4746087
24EXC-02284,FULTON ST,34TH AVE,35TH AVE,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,5941000,37.7776023,-122.4324154
24EXC-02151,43RD AVE,SLOAT BLVD,,Basset Engineering,Corrosion Testing,Water Service:Street / Roadway:Electric,2024-08-19,2025-08-29,ACTIVE,23447000,37.7478452,-122.5018391
24EXC-02265,COLERIDGE ST,COSO AVE,,Mitchell Engineering. Inc.,Install New Main,Street / Roadway:Sidewalk/Curb:Water Service:Curb Ramp:Sewer,2024-08-05,2026-06-09,APPROVED,21303000,37.7411679,-122.4213629
24EXC-00224,GOLD MINE DR,DIAMOND HEIGHTS BLVD,TOPAZ WAY,A. Ruiz Construction Co.,Replace Main,Sidewalk/Curb:Catch Basin:Sewer:Street / Roadway:Curb Ramp:Pavement Preservation:Water Service,2024-03-05,2025-08-31,ACTIVE,6251000,37.7417879,-122.4391424
24EXC-04484,TURK BLVD,WILLARD ST,ARGUELLO BLVD \ BALBOA ST,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,12752000,37.7791850,-122.4427275
25EXC-00254,LARKIN ST,TURK ST,,R & S Construction Management Inc,Install New Curb Ramp,Electric:Sidewalk/Curb:Sewer:Curb Ramp,2025-03-03,2026-12-31,APPROVED,25147000,37.7782138,-122.4165219
23EXC-05094,37TH AVE,LAWTON ST,MORAGA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,1830000,37.7384755,-122.4947325
24EXC-03388,ARGUELLO BLVD,LAKE ST,SACRAMENTO ST,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,2417000,37.7801519,-122.4588166
24EXC-02835,EVANS AVE,QUINT ST,,R & S Construction Management Inc,Reconstruct Pavement,Street / Roadway:Electric:Landscaping:Sidewalk/Curb:Street Light,2024-09-30,2025-05-31,APPROVED,20697000,37.7386873,-122.3806748
25EXC-01860,CESAR CHAVEZ ST,TENNESSEE ST,MINNESOTA ST,Anvil Builders Inc,Place Facilities Underground,Water Service:Street / Roadway:Sidewalk/Curb:Sewer:Other:Electric,2025-06-11,2026-04-01,APPROVED,2469000,37.7475106,-122.4303746
24EXC-04370,MARKET ST,MASON ST \ TURK ST,06TH ST \ GOLDEN GATE AVE \ TAYLOR ST,"Esquivel Grading & Paving, Inc.",Pavement Preservation,Traffic Signal:Sewer:Sidewalk/Curb:Electric:Landscaping:Curb Ramp:Bulb Out,2024-12-05,2025-12-04,APPROVED,8749101,37.7929248,-122.3967898
24EXC-03388,CLEMENT ST,14TH AVE,15TH AVE,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,4164000,37.7825747,-122.4727705
24EXC-04874,OFARRELL ST,POWELL ST,CYRIL MAGNIN ST,Bay Area Lightworks,Place Conduit,Street Light:Traffic Signal:Curb Ramp,2025-01-06,2026-05-31,APPROVED,9723000,,
24EXC-00647,PACIFIC AVE,LYON ST,PRESIDIO AVE \ PRESIDIO BLVD,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,10163000,37.7977342,-122.4002833
24EXC-03498,CESAR CHAVEZ ST,CONNECTICUT ST,,Mitchell Engineering. Inc.,Install service,Sidewalk/Curb:Street / Roadway:Other:Electric:AWSS,2024-12-02,2026-06-05,APPROVED,23633000,37.7475106,-122.4303746
24EXC-01436,29TH ST,SANCHEZ ST,NOE ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,1633000,37.7440269,-122.4214075
24EXC-01669,24TH ST,RHODE ISLAND ST,KANSAS ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,1325000,37.7541004,-122.3881595
24EXC-00238,04TH ST,FOLSOM ST,,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,23938000,,
24EXC-04484,ROSELYN TER,TURK BLVD,GOLDEN GATE AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,11155000,37.7778064,-122.4496921
24EXC-02151,SLOAT BLVD,39TH AVE \ SKYLINE BLVD,41ST AVE,Basset Engineering,Corrosion Testing,Water Service:Street / Roadway:Electric,2024-08-19,2025-08-29,ACTIVE,11960101,37.7337113,-122.4970071
24EXC-00671,09TH ST,BRYANT ST \ HWY 101 N OFF RAMP,,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Street Light:Traffic Signal:Bulb Out:Curb Ramp,2024-04-08,2026-04-07,APPROVED,24198000,,
23EXC-01009,STEINER ST,GROVE ST,FULTON ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19,2025-06-17,APPROVED,12126000,37.7846275,-122.4346785
24EXC-04970,PIEDMONT ST,MASONIC AVE,ASHBURY TER \ DELMAR ST,"Bauman Landscape Construction, Inc.",Replace Sidewalk,Water Service:Pavement Preservation:Sewer:Catch Basin:Curb Ramp:Sidewalk/Curb:AWSS,2025-01-13,2025-09-09,APPROVED,10415000,37.7654409,-122.4450275
24EXC-04102,20TH AVE,GEARY BLVD,,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,27505000,37.7301204,-122.4759831
24EXC-04484,07TH AVE,CALIFORNIA ST \ CORNWALL ST,CLEMENT ST,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,351000,,
24EXC-04484,FREDERICK ST,BUENA VISTA AVE,MASONIC AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,5845000,37.7672167,-122.4463905
24EXC-01872,10TH AVE,CALIFORNIA ST,CLEMENT ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,463000,37.7583734,-122.4670103
24EXC-01436,CHENERY ST,RANDALL ST,,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,21848000,37.7352864,-122.4376707
25EXC-00538,FOLSOM ST,19TH ST,20TH ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,5694000,37.7723577,-122.4134198
24EXC-01872,LAKE ST,16TH AVE,17TH AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,8025000,37.7868565,-122.4607985
23EXC-02930,18TH ST,POTRERO AVE,HAMPSHIRE ST,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18,2026-01-11,APPROVED,866000,37.7619383,-122.4177443
24EXC-02284,SAN BRUNO AVE,BEEMAN LN,SOMERSET ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,11395000,37.7609033,-122.4051258
24EXC-02284,BRYANT ST,ALAMEDA ST,15TH ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,3303000,37.7786701,-122.3992195
24EXC-04970,DOUGLASS ST,21ST ST \ ROMAIN ST,22ND ST,"Bauman Landscape Construction, Inc.",Replace Sidewalk,Water Service:Pavement Preservation:Sewer:Catch Basin:Curb Ramp:Sidewalk/Curb:AWSS,2025-01-13,2025-09-09,APPROVED,4950000,37.7618128,-122.4394676
25EXC-01454,24TH AVE,ULLOA ST,,Exaro Technologies Corporation,Prospecting,Sewer:Water Service,2025-04-28,2025-05-09,APPROVED,23233000,37.7327961,-122.4801499
23EXC-05094,36TH AVE,QUINTARA ST,RIVERA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,1811000,37.7631855,-122.4953917
24EXC-04484,CALIFORNIA ST,10TH AVE,11TH AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,3586000,37.7900422,-122.4249589
25EXC-02245,COUNTRY CLUB DR,COUNTRY CLUB DR,BONNIE BRAE LN,A. Ruiz Construction Co.,Spot Paving,Street / Roadway,2025-05-05,2025-05-30,APPROVED,4466000,37.7311129,-122.4960226
24EXC-01669,HAWES ST,INNES AVE,,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,20162000,37.7333446,-122.3774118
24EXC-03388,LAKE ST,HWY 1 NORTHBOUND \ HWY 1 SOUTHBOUND \ PARK PRESIDIO BLVD,14TH AVE,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,8022000,37.7868565,-122.4607985
24EXC-04484,RICHLAND AVE,MIGUEL ST,MISSION ST,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,11011002,37.7360134,-122.4254114
25EXC-00745,13TH ST,FOLSOM ST,SOUTH VAN NESS AVE,"NTK Construction, Inc",Other,Street Light:Street / Roadway:Catch Basin:Traffic Signal:Sidewalk/Curb:Sewer:Curb Ramp:Bulb Out,2025-03-10,2027-01-31,APPROVED,550101,37.8284499,-122.3717932
24EXC-00671,03RD ST,CARROLL AVE,DONNER AVE,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Street Light:Traffic Signal:Bulb Out:Curb Ramp,2024-04-08,2026-04-07,APPROVED,225101,,
